EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS;EQUALITE_id;EQUALITE_Region;EQUALITE_DS;EQUALITE_commune;EQUALITE_FS
mEVKhuAUZqM;Centre;DS Bogodogo;Bogodogo;Cabinet de Soins infirmiers Elrapha;vPH894PlocR;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS ELRAPHA ;mEVKhuAUZqM;Centre;DS Bogodogo;Bogodogo;Cabinet de Soins infirmiers Elrapha
a8U4tfXJ5ez;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Entraide Sante;ZzpwIPeGnGi;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS ENTRAIDE SANTE ;a8U4tfXJ5ez;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Entraide Sante
qS78mAZnAWL;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Gosen;OEOpNN3af30;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS GOSEN ;qS78mAZnAWL;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Gosen
pA5kIstSMgp;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Kiswendsida;rgtpH8gcATo;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS KISWENDSIDA ;pA5kIstSMgp;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Kiswendsida
d35n3wSVSQ1;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Laafi la-viim;kztU40cgWT8;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS LAAFI LA VIIM ;d35n3wSVSQ1;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Laafi la-viim
zumqldv4C0b;Centre;DS Bogodogo;Bogodogo;Cabinet de Soins Infirmiers Laafi nooma;CUfeXU6T3zm;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS LAAFI NOOMA ;zumqldv4C0b;Centre;DS Bogodogo;Bogodogo;Cabinet de Soins Infirmiers Laafi nooma
SMHdTHXGlyH;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Laafi Ziiga;HcjIQvhf4vA;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS LAAFI ZIIGA ;SMHdTHXGlyH;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Laafi Ziiga
GcuPT9HWw2h;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers le Miséricordieux;DaZ9E0Zyr07;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS LE MISERICORDIEUX ;GcuPT9HWw2h;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers le Miséricordieux
LmpUmE7tiiB;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Notre dame de perpetuel secour;mc6Tj1DKFA7;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS NOTRE DAME DE PERPETUEL SECOUR ;LmpUmE7tiiB;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Notre dame de perpetuel secour
obZQHDvcU89;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Ste therese;b09WdTGVuyh;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS STE THERESE ;obZQHDvcU89;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Ste therese
cDXyUat6oea;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Violettes Sante;GTh0fZZx6Pf;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS VIOLETTES SANTE ;cDXyUat6oea;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Violettes Sante
IjyIGiyhfh6;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Votre Sante;dYHNVKzDTz5;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS VOTRE SANTE ;IjyIGiyhfh6;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Votre Sante
H7dRZE1Z13W;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Watt;nkowz1FR6s1;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS WATT ;H7dRZE1Z13W;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Watt
d2yiXodoWRP;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Wend so;aFr7nOcIyRn;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS WEND SO ;d2yiXodoWRP;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Wend so
OqyUQdK0nla;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Wenkouni;eX0ZqDS71ZG;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS WENKOUNI ;OqyUQdK0nla;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Wenkouni
bbKeMJ6Rnbi;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Yeleen;vFBHLhFliCO;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS YELEEN ;bbKeMJ6Rnbi;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Yeleen
tfKC71LTPES;Centre;DS Bogodogo;Bogodogo;Centre Islamique (DS Bogodogo);ZdaI2pzkhLc;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CENTRE ISLAMIQUE (DS BOGODOGO) ;tfKC71LTPES;Centre;DS Bogodogo;Bogodogo;Centre Islamique (DS Bogodogo)
qkeTC0ElMEp;Centre;DS Bogodogo;Bogodogo;Centre Jeunes Secteur 15 ouaga;HhvqrrCDMUy;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CENTRE JEUNES SECTEUR 15 OUAGA ;qkeTC0ElMEp;Centre;DS Bogodogo;Bogodogo;Centre Jeunes Secteur 15 ouaga
LTmvakX3Pqh;Centre;DS Bogodogo;Bogodogo;CENTRE medical ESPERANCE;xOJ71HO0KJe;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CENTRE MEDICAL ESPERANCE ;LTmvakX3Pqh;Centre;DS Bogodogo;Bogodogo;CENTRE medical ESPERANCE
QEDGsVZUg3J;Centre;DS Bogodogo;Bogodogo;Centre médical International;ElrPHMq69oG;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CENTRE MEDICAL INTERNATIONAL ;QEDGsVZUg3J;Centre;DS Bogodogo;Bogodogo;Centre médical International
X1AJIpfNZW8;Centre;DS Bogodogo;Bogodogo;Clinique APM;eiZPmT7dCcH;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE APM ;X1AJIpfNZW8;Centre;DS Bogodogo;Bogodogo;Clinique APM
JQYexDUERCE;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Madina;aok7A8t6LJl;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE D'ACCOUCHEMENT MADINA ;JQYexDUERCE;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Madina
cY8cwI63bM5;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Ste Rita;gLqiLff0usN;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE D'ACCOUCHEMENT STE RITA ;cY8cwI63bM5;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Ste Rita
Q4QTNoZBTkc;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Yidantwa;gLulAWxp2E6;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE D'ACCOUCHEMENT YIDANTWA ;Q4QTNoZBTkc;Centre;DS Bogodogo;Bogodogo;Clinique d'accouchement Yidantwa
oJrvx8NKhxJ;Centre;DS Bogodogo;Bogodogo;Clinique dentaire Le rosier;k2oO9vzKmhw;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE DENTAIRE LE ROSIER ;oJrvx8NKhxJ;Centre;DS Bogodogo;Bogodogo;Clinique dentaire Le rosier
HvAweWqHg2S;Centre;DS Bogodogo;Bogodogo;Clinique ESPERANZA ;SWQ8kUFWd5d;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE ESPERANZA ;HvAweWqHg2S;Centre;DS Bogodogo;Bogodogo;Clinique ESPERANZA 
ZkwkjKvHYTB;Centre;DS Bogodogo;Bogodogo;Clinique Marry Stop Internationale;iFQ6Xqyxilc;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE MARRY STOP INTERNATIONALE ;ZkwkjKvHYTB;Centre;DS Bogodogo;Bogodogo;Clinique Marry Stop Internationale
NOJzoeXAxFT;Centre;DS Bogodogo;Bogodogo;Clinique Ouedraogo Issa;TciHAbZuMaJ;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CLINIQUE OUEDRAOGO ISSA ;NOJzoeXAxFT;Centre;DS Bogodogo;Bogodogo;Clinique Ouedraogo Issa
SOxHVOfCB7n;Centre;DS Bogodogo;Bogodogo;CM AMA;M5d6l1TrWUo;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CM AMA ;SOxHVOfCB7n;Centre;DS Bogodogo;Bogodogo;CM AMA
TWncRdqtOUs;Centre;DS Bogodogo;Bogodogo;CM CENOU;rTuoTiXAMpW;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CM CENOU ;TWncRdqtOUs;Centre;DS Bogodogo;Bogodogo;CM CENOU
evQbt9zamsV;Centre;DS Bogodogo;Bogodogo;CM la Présidence du Faso;e4VcajZUYaP;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CM PRESIDENCE DU FASO ;evQbt9zamsV;Centre;DS Bogodogo;Bogodogo;CM la Présidence du Faso
H71ecAUkN1d;Centre;DS Bogodogo;Bogodogo;CM Urbain du secteur 52 ;dx8bftYOC9W;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CMU 52 PATTES D'OIE ;H71ecAUkN1d;Centre;DS Bogodogo;Bogodogo;CM Urbain du secteur 52 
j2BIp7Mpe7e;Centre;DS Bogodogo;Bogodogo;CSI FAMAD;H2qxFQcDjs5;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSI FAMAD ;j2BIp7Mpe7e;Centre;DS Bogodogo;Bogodogo;CSI FAMAD
bgYAzD0Fdti;Centre;DS Bogodogo;Bogodogo;CSI Nayolsba;x0Jke2qNFVm;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSI NAYOLSBA ;bgYAzD0Fdti;Centre;DS Bogodogo;Bogodogo;CSI Nayolsba
aH0zZfAMixE;Centre;DS Bogodogo;Bogodogo;CSI Saint Camille;HvcJqtGdyUN;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSI SAINT CAMILLE ;aH0zZfAMixE;Centre;DS Bogodogo;Bogodogo;CSI Saint Camille
v7RX6rZxECq;Centre;DS Bogodogo;Bogodogo;CSPS Balkoui;ObuBXHLhj49;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS BALKUI ;v7RX6rZxECq;Centre;DS Bogodogo;Bogodogo;CSPS Balkoui
F1NCUi72z7O;Centre;DS Bogodogo;Bogodogo;CSPS Dassasgho;kw5APBtGSDU;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS DASSASGHO ;F1NCUi72z7O;Centre;DS Bogodogo;Bogodogo;CSPS Dassasgho
GR5ZKGN4jOj;Centre;DS Bogodogo;Bogodogo;CSPS de Dayongo;wmcOeXXjpAk;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS DE DAYONGO ;GR5ZKGN4jOj;Centre;DS Bogodogo;Bogodogo;CSPS de Dayongo
LgGzg6o28pf;Centre;DS Bogodogo;Bogodogo;CSPS Nongtaba;bAvMA8NFQLk;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS NONGTABA ;LgGzg6o28pf;Centre;DS Bogodogo;Bogodogo;CSPS Nongtaba
ymLJDSR0VuU;Centre;DS Bogodogo;Bogodogo;CSPS Secteur 30;OFsDxbCt7Hm;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS SECTEUR 30 ;ymLJDSR0VuU;Centre;DS Bogodogo;Bogodogo;CSPS Secteur 30
DKEuNw4z1f7;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil du Secteur 30;hcANuGrwndS;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS TRAME D ACCUEIL DU SECTEUR 30 ;DKEuNw4z1f7;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil du Secteur 30
rhYbXuZpyrK;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil Ouaga 2000;cSBCTGhaezl;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS TRAME D ACCUEIL OUAGA 2000 ;rhYbXuZpyrK;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil Ouaga 2000
CM25sl9mLFZ;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil secteur 28 ouaga;nEzCF21bnev;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS TA SECTEUR 28 OUAGA ;CM25sl9mLFZ;Centre;DS Bogodogo;Bogodogo;CSPS Trame d'accueil secteur 28 ouaga
yz988AATCX5;Centre;DS Bogodogo;Bogodogo;CSPS Wemtenga;WJRwVdFjVUG;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS WEMTENGA ;yz988AATCX5;Centre;DS Bogodogo;Bogodogo;CSPS Wemtenga
abo8mtAh7yJ;Centre;DS Bogodogo;Bogodogo;CSPS Yamtenga;WKJmDsrBSp4;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CSPS YAMTENGA ;abo8mtAh7yJ;Centre;DS Bogodogo;Bogodogo;CSPS Yamtenga
BUhfZPwijkN;Centre;DS Bogodogo;Koubri C;CSPS de Guigmtenga;uTprHnXYmSX;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS DE GUIGUIMTENGA ;BUhfZPwijkN;Centre;DS Bogodogo;Koubri C;CSPS de Guigmtenga
XU1QjJ45tlk;Centre;DS Bogodogo;Koubri C;CSPS de Tanvinakamtenga;oUJ1I9dC4Qs;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS DE TANVINAKAMTENGA ;XU1QjJ45tlk;Centre;DS Bogodogo;Koubri C;CSPS de Tanvinakamtenga
Zs3R2nLMknG;Centre;DS Bogodogo;Koubri C;CSPS Didri;jIOvElCVZzm;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS DIDRI ;Zs3R2nLMknG;Centre;DS Bogodogo;Koubri C;CSPS Didri
mim8sWWYV4A;Centre;DS Bogodogo;Koubri C;CSPS Koubri;zM3Kvty8J8z;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CM KOUBRI NAGBANGRE ;mim8sWWYV4A;Centre;DS Bogodogo;Koubri C;CSPS Koubri
e1oaBD3tuQ9;Centre;DS Bogodogo;Koubri C;CSPS Monastère;TC45L8cDQSh;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS MONASTERE ;e1oaBD3tuQ9;Centre;DS Bogodogo;Koubri C;CSPS Monastère
uVraRwPWWB6;Centre;DS Bogodogo;Koubri C;CSPS NAPAGBTENGA GOUNGHIN;NYri0T53ka9;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS NAPAGBTENGA ;uVraRwPWWB6;Centre;DS Bogodogo;Koubri C;CSPS NAPAGBTENGA GOUNGHIN
aSolW9Wxr2A;Centre;DS Bogodogo;Koubri C;CSPS Pélé;AOS6ZzFBQlb;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS PELE ;aSolW9Wxr2A;Centre;DS Bogodogo;Koubri C;CSPS Pélé
HGYiU9MCVng;Centre;DS Bogodogo;Koubri C;CSPS Pikiéko;kbyh8vuxe1E;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS PIKIEKO ;HGYiU9MCVng;Centre;DS Bogodogo;Koubri C;CSPS Pikiéko
EP8uTkRM5ya;Centre;DS Bogodogo;Koubri C;CSPS PISSY;gpzNDucj7a7;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS PISSY ;EP8uTkRM5ya;Centre;DS Bogodogo;Koubri C;CSPS PISSY
e4PSmRtT6E8;Centre;DS Bogodogo;Koubri C;CSPS Sinsingueni;YEsSptCg7De;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS SINSINGUENE ;e4PSmRtT6E8;Centre;DS Bogodogo;Koubri C;CSPS Sinsingueni
Bch7P1SrJwE;Centre;DS Bogodogo;Koubri C;CSPS Tansablogho;k7HujXxMfrh;CENTRE ;DS BOGODOGO ;COMMUNE KOUBRI C ;CSPS TANSABLOGHO ;Bch7P1SrJwE;Centre;DS Bogodogo;Koubri C;CSPS Tansablogho
johWbJcpFMG;Centre;DS Bogodogo;Saaba;Centre Médical Fatima;XZhVyI7ArTr;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CENTRE MEDICAL FATIMA ;johWbJcpFMG;Centre;DS Bogodogo;Saaba;Centre Médical Fatima
z0aPIZ2BBM6;Centre;DS Bogodogo;Saaba;CM Saaba;HNGyGHZKgNU;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CM SAABA ;z0aPIZ2BBM6;Centre;DS Bogodogo;Saaba;CM Saaba
iwmiSpMDDsc;Centre;DS Bogodogo;Saaba;CSI Marguérita;QOxdzUO0FSa;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSI MARGUERITA ;iwmiSpMDDsc;Centre;DS Bogodogo;Saaba;CSI Marguérita
xx9pValQmpL;Centre;DS Bogodogo;Saaba;CSPS BAARGO;oYm92xsdol5;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS BARGHO ;xx9pValQmpL;Centre;DS Bogodogo;Saaba;CSPS BAARGO
XwdhMvBP1v3;Centre;DS Bogodogo;Saaba;CSPS de Boudtenga;Z9K6nlzo3oA;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS DE BOUDTENGA ;XwdhMvBP1v3;Centre;DS Bogodogo;Saaba;CSPS de Boudtenga
MUwRmvi3LNv;Centre;DS Bogodogo;Saaba;CSPS de Nioko 1;AtV2mb1jusF;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS DE NIOKO 1 ;MUwRmvi3LNv;Centre;DS Bogodogo;Saaba;CSPS de Nioko 1
Fib9adRDvfb;Centre;DS Bogodogo;Saaba;CSPS Gampéla;GEv4cxvIqBe;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS GAMPELA ;Fib9adRDvfb;Centre;DS Bogodogo;Saaba;CSPS Gampéla
XA5FqlhaxCp;Centre;DS Bogodogo;Saaba;CSPS Gonsé;RuvSf1iFmSo;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS GONSE ;XA5FqlhaxCp;Centre;DS Bogodogo;Saaba;CSPS Gonsé
gaAMEr8J3sc;Centre;DS Bogodogo;Saaba;CSPS Koala;bJvVhPjc4HL;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS KOALA ;gaAMEr8J3sc;Centre;DS Bogodogo;Saaba;CSPS Koala
SP1IlLFUQpv;Centre;DS Bogodogo;Saaba;CSPS Manegsombo;sTIs7AV8x1M;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS MANEGSOMBO ;SP1IlLFUQpv;Centre;DS Bogodogo;Saaba;CSPS Manegsombo
Qa7QA9nRpkB;Centre;DS Bogodogo;Saaba;CSPS NIONGWARBIN;h4alxJcrODe;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS NIONWARBIN ;Qa7QA9nRpkB;Centre;DS Bogodogo;Saaba;CSPS NIONGWARBIN
i9dQRHgYmq7;Centre;DS Bogodogo;Saaba;CSPS Tanlarghin;sxuxLJOJbgU;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS TANLARGHIN ;i9dQRHgYmq7;Centre;DS Bogodogo;Saaba;CSPS Tanlarghin
f3fxJiZAH5t;Centre;DS Bogodogo;Saaba;CSPS Tansobtenga;WhLvC0eG8zO;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS TANSOBTENGA ;f3fxJiZAH5t;Centre;DS Bogodogo;Saaba;CSPS Tansobtenga
gZ7tgxSikyg;Centre;DS Bogodogo;Saaba;CSPS Wendefaadé;PywBqsv3EiB;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;CSPS WENDEFAADE ;gZ7tgxSikyg;Centre;DS Bogodogo;Saaba;CSPS Wendefaadé
FsBCXkBfpLT;Centre;DS Bogodogo;Saaba;Infirmerie Guinkouma;Bbf1vlnBwom;CENTRE ;DS BOGODOGO ;COMMUNE SAABA ;INFIRMERIE GUINKOUMA ;FsBCXkBfpLT;Centre;DS Bogodogo;Saaba;Infirmerie Guinkouma
nGmqITPnwQl;Centre;DS Boulmiougou;Boulmiougou;Cabinet de soins infirmiers ADST;odLuHdqcXhD;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS ADST ;nGmqITPnwQl;Centre;DS Boulmiougou;Boulmiougou;Cabinet de soins infirmiers ADST
t97PKuCp6rj;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins infirmiers Aourema;RVXWgqzUFI6;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS AOUREMA ;t97PKuCp6rj;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins infirmiers Aourema
YNnoFioZdQ0;Centre;DS Boulmiougou;Boulmiougou;Cabinet de soins infirmiers ASEDO;mY5RV3Oge15;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS ASEDO ;YNnoFioZdQ0;Centre;DS Boulmiougou;Boulmiougou;Cabinet de soins infirmiers ASEDO
KFz4fGN6574;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Bassole Bruno;jOhAabddTue;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS BASSOLE BRUNO ;KFz4fGN6574;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Bassole Bruno
MA3goIH2Rzt;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Bas-yiré;ujeux3qHd86;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS BAS YIRE ;MA3goIH2Rzt;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Bas-yiré
cR1WfNAA3GN;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers bessajouli;Ag3BamJ0W5L;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS BESSAJOULI ;cR1WfNAA3GN;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers bessajouli
GMLUMVr5Bmg;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Compassion la grace;xZjVbrSZe7H;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS COMPASSION LA GRACE ;GMLUMVr5Bmg;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Compassion la grace
GAoCKuJOcpG;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Croix glorieuse;Ruh3j07BZIv;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS CROIX GLORIEUSE ;GAoCKuJOcpG;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Croix glorieuse
rGyCgaliyGS;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers de mère Thérèse;l4G9XVQRl99;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS DE MERE THERESE ;rGyCgaliyGS;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers de mère Thérèse
pEVInaaXGRL;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Delwendé;mzh0xlRYQYL;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS DELWENDE ;pEVInaaXGRL;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Delwendé
F9V8XXhW6Lu;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Expérience;HRNGpxvsuv2;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS EXPERIENCE ;F9V8XXhW6Lu;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Expérience
OslyMSeWMVl;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Grace divine;zOr7p2UnrNi;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS GRACE DIVINE ;OslyMSeWMVl;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Grace divine
sIRlrFi21zn;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Keeneya-So;B2nkfHZOOB4;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS KEENEYA SO ;sIRlrFi21zn;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Keeneya-So
fFXBeoeXTyf;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Keneya zaka;cWj8AtDz0at;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS KENEYA ZAKA ;fFXBeoeXTyf;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers Keneya zaka
cUg0gaU8Qr5;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers la paix;oduUFVJVmNB;CENTRE ;DS BOULMIOUGOU ;COMMUNE BOULMIOUGOU ;CABINET DE SOINS INFIRMIERS LA PAIX ;cUg0gaU8Qr5;Centre;DS Boulmiougou;Boulmiougou;Cabinet de Soins Infirmiers la paix
